0.153190178	0.345242165	0.180630929	0.005789124	0.00663729	0.054569213	0.002367739	0.006493708
0.148981932	0.341697472	0.182239414	0.005406531	0.007350653	0.059604	0.002437875	0.00492665
0.147160825	0.342191271	0.185509897	0.005070329	0.009224084	0.059678436	0.002362733	0.004024782
0.133516658	0.305140622	0.101342859	0.006148087	0.031533063	0.055088566	0.011416626	0.21390079
0.180965537	0.343350743	0.071873712	0.017065175	0.032382293	0.046538018	0.017351415	0.070651397
0.211176536	0.231250487	0.078407589	0.034163883	0.020314445	0.043616592	0.008589082	0.016758125
0.227036059	0.168355434	0.083299382	0.043204547	0.012161703	0.045512478	0.005384222	0.004778347
0.232558132	0.172820681	0.08667603	0.043927808	0.010298031	0.04348411	0.003712705	0.00593402
0.236038955	0.20036932	0.091803921	0.04036333	0.011832498	0.044220577	0.003711892	0.010217773
0.242719208	0.236035055	0.09968019	0.038131154	0.011575724	0.042473964	0.003766016	0.006908433
0.240372898	0.256039129	0.102960116	0.035417622	0.009314866	0.045536752	0.004141675	0.006775868
0.236341133	0.274114247	0.108036964	0.031753429	0.009643858	0.047149827	0.004166007	0.008994567
0.23923478	0.293085286	0.114637334	0.029476109	0.011020283	0.047693927	0.004219062	0.006041778
0.24005412	0.311315999	0.121666078	0.026948929	0.01226517	0.043130365	0.003936951	0.005764901
0.24067912	0.328404946	0.127068442	0.024344255	0.014127642	0.038120895	0.003526756	0.005309034
0.238951525	0.344109192	0.130763914	0.022242457	0.015304073	0.033342561	0.003175347	0.004972151
0.199357485	0.37908594	0.029032588	0.019931201	0.050408091	0.023021232	0.011214268	0.156465665
0.212418801	0.237477766	0.00484404	0.04677351	0.02781069	0.018176098	0.01180686	0.084538511
0.275115855	0.078907272	0.005601644	0.054731691	0.018640205	0.013399602	0.007292803	0.05279641
0.333179605	0.028636918	0.006902278	0.058555301	0.002516716	0.007918018	0.003972799	0.017243483
0.368190006	0.035211576	0.009890071	0.063752952	0.003814992	0.005943729	0.003866737	0.019914398
0.391885675	0.039894814	0.021113615	0.074154969	0.003969983	0.004415693	0.005001786	0.026262945
0.106445735	0.11387547	0.252343903	0.070374675	0.01014016	0.002626421	0.011980935	0.051885603
0.048863862	0.104125658	0.465622938	0.060436652	0.03998512	0.001088986	0.00739322	0.013555855
0.038067721	0.339634711	0.230890078	0.039154493	0.055758721	0.000239176	0.004918663	0.011286644
0.064153681	0.471283604	0.09143989	0.046640364	0.069581515	0.000220018	0.005119094	0.008380078
0.110723066	0.535907573	0.011031981	0.029707303	0.060167777	0.000212554	0.00257692	0.007420804
0.221340441	0.439805019	0.001856865	0.038989151	0.045776359	0.000358111	0.001682041	0.005529104
0.353502217	0.27284238	0.034038005	0.042401573	0.027949682	0.00053161	0.000845621	0.00463702
0.458062201	0.140066194	0.079594046	0.044362309	0.01273815	0.00053673	0.000484574	0.00324799
0.493880986	0.10200215	0.117366832	0.037938292	0.009763575	0.000658276	0.000341139	0.003088956
0.487940368	0.121085244	0.138340697	0.032578568	0.011121364	0.000652174	0.000280822	0.002740617
0.470303578	0.162339179	0.14501277	0.028463565	0.016352647	0.000782195	0.00021469	0.003122763
0.034830397	0.300503605	0.152558647	0.039301926	0.093637993	0.001189989	0.001981366	0.00784303
0.03110541	0.025584157	0.359928529	0.037329045	0.010622871	0.003185333	0.006398933	0.008571738
0.024620771	0.096611131	0.226886395	0.038697547	0.034851788	0.001541187	0.001506214	0.00769414
0.041629153	0.076233485	0.333189569	0.047491997	0.010298121	0.000735396	0.001638202	0.005244474
0.063449001	0.111693935	0.159742788	0.048461588	0.035142201	0.001065578	0.001233574	0.004717507
0.175781508	0.101318079	0.063767068	0.048291104	0.025049371	0.00100954	0.000565133	0.004699586
