###### This file has been automatically generated #####
######             EDIT WITH CARE!!!              #####
# Generated: 2021-11-25 10:42:45.284000
# Created by streammapfile.py
# Workspace D:/Linux/DHSVM-PNNL-master/CreateStreamNetwork_PythonV/
#                   Segment  Cut/Bank     Cut     Segment
#  Col  Row  ID      Length   Height     Width     Aspect   SINK?
#                     (m)      (m)        (m)       (d)    (optional)
# 
  198     2     1    200.0000     1.1194    0.1000   270.0000
  199     2     1    200.0000     1.1194    0.1000   270.0000
  200     2     1    241.4214     1.1194    0.1000   297.0000
  201     3     1    241.4214     1.1194    0.1000   333.0000
  201     4     1    100.0000     1.1194    0.1000     0.0000
  201     4     2    100.0000     1.1185    0.1000    90.0000
  202     4     2    241.4214     1.1185    0.1000   117.0000
  203     5     2    282.8427     1.1185    0.1000   135.0000
  204     9     3    282.8427     1.0550    0.1000   270.0000
  203    10     3    282.8427     1.0550    0.1000   225.0000
  205    10     3    282.8427     1.0550    0.1000   315.0000
  206    11     3    141.4214     1.0550    0.1000   315.0000
  205     7     4    200.0000     1.0731    0.1000     0.0000
  205     8     4    241.4214     1.0731    0.1000   333.0000
  206     9     4    241.4214     1.0731    0.1000   333.0000
  206    10     4    200.0000     1.0731    0.1000     0.0000
  206    11     4    100.0000     1.0731    0.1000     0.0000
  208     8     5    200.0000     1.0731    0.2000     0.0000
  208     9     5    241.4214     1.0731    0.2000    27.0000
  207    10     5    282.8427     1.0731    0.2000    45.0000
  206    11     5    141.4214     1.0731    0.2000    45.0000
  201    16     6    200.0000     1.0256    0.2000   270.0000
  202    16     6    241.4214     1.0256    0.2000   297.0000
  203    17     6    141.4214     1.0256    0.2000   315.0000
  203    16     7    200.0000     1.0613    0.2000     0.0000
  203    17     7    100.0000     1.0613    0.2000     0.0000
  206    11     8    100.0000     1.0304    0.1500     0.0000
  206    12     8    200.0000     1.0304    0.1500     0.0000
  206    13     8    241.4214     1.0304    0.1500    27.0000
  205    14     8    282.8427     1.0304    0.1500    45.0000
  204    15     8    241.4214     1.0304    0.1500    27.0000
  204    16     8    241.4214     1.0304    0.1500    27.0000
  203    17     8    141.4214     1.0304    0.1500    45.0000
  208    13     9    200.0000     1.0570    0.1000     0.0000
  208    14     9    241.4214     1.0570    0.1000    27.0000
  207    15     9    241.4214     1.0570    0.1000    27.0000
  207    16     9    241.4214     1.0570    0.1000   333.0000
  208    17     9    141.4214     1.0570    0.1000   315.0000
  210    16    10    282.8427     1.0298    0.2000    45.0000
  208    17    10    100.0000     1.0298    0.2000    90.0000
  209    17    10    241.4214     1.0298    0.2000    63.0000
  201    18    11    200.0000     1.0275    0.2000   270.0000
  202    18    11    200.0000     1.0275    0.2000   270.0000
  203    18    11    100.0000     1.0275    0.2000   270.0000
  203    17    12    100.0000     1.0948    0.1500     0.0000
  203    18    12    100.0000     1.0948    0.1500     0.0000
  208    17    13    141.4214     1.0570    0.1500    45.0000
  207    18    13    141.4214     1.0570    0.1500    45.0000
  207    18    14    100.0000     1.0036    0.2000    90.0000
  208    18    14    200.0000     1.0036    0.2000    90.0000
  203    18    15    141.4214     1.1021    0.0900   315.0000
  204    19    15    141.4214     1.1021    0.0900   315.0000
  207    18    16    141.4214     1.0501    0.1500    45.0000
  204    19    16    100.0000     1.0501    0.1500    90.0000
  205    19    16    200.0000     1.0501    0.1500    90.0000
  206    19    16    241.4214     1.0501    0.1500    63.0000
  213    18    17    200.0000     1.0409    0.1000   270.0000
  214    18    17    241.4214     1.0409    0.1000   297.0000
  215    19    17    141.4214     1.0409    0.1000   315.0000
  216    18    18    282.8427     0.9675    0.2000    45.0000
  215    19    18    141.4214     0.9675    0.2000    45.0000
  215    19    19    100.0000     0.9559    0.2000    90.0000
  216    19    19    200.0000     0.9559    0.2000    90.0000
  217    19    19    200.0000     0.9559    0.2000    90.0000
  199    20    20    282.8427     1.0415    0.2000   315.0000
  200    21    20    141.4214     1.0415    0.2000   315.0000
  200    21    21    100.0000     1.0400    0.1500   270.0000
  201    21    21    241.4214     1.0400    0.1500   297.0000
  202    22    21    241.4214     1.0400    0.1500   297.0000
  203    22    21    100.0000     1.0400    0.1500   270.0000
  204    19    22    100.0000     1.0498    0.1500     0.0000
  204    20    22    200.0000     1.0498    0.1500     0.0000
  204    21    22    241.4214     1.0498    0.1500    27.0000
  203    22    22    141.4214     1.0498    0.1500    45.0000
  215    19    23    141.4214     1.0288    0.1500    45.0000
  214    20    23    282.8427     1.0288    0.1500    45.0000
  213    21    23    282.8427     1.0288    0.1500     0.0000
  214    22    23    141.4214     1.0288    0.1500   315.0000
  214    22    24    100.0000     0.9874    0.2000    90.0000
  215    22    24    200.0000     0.9874    0.2000    90.0000
  201     4    25    141.4214     1.0488    0.1500    45.0000
  199     5    25    241.4214     1.0488    0.1500    63.0000
  200     5    25    241.4214     1.0488    0.1500    63.0000
  198     6    25    241.4214     1.0488    0.1500    27.0000
  198     7    25    241.4214     1.0488    0.1500    27.0000
  197     8    25    241.4214     1.0488    0.1500    27.0000
  197     9    25    241.4214     1.0488    0.1500    27.0000
  196    10    25    241.4214     1.0488    0.1500    27.0000
  196    11    25    241.4214     1.0488    0.1500   333.0000
  197    12    25    282.8427     1.0488    0.1500   315.0000
  198    13    25    282.8427     1.0488    0.1500     0.0000
  197    14    25    241.4214     1.0488    0.1500    27.0000
  197    15    25    241.4214     1.0488    0.1500    27.0000
  196    16    25    241.4214     1.0488    0.1500    27.0000
  196    17    25    200.0000     1.0488    0.1500     0.0000
  196    18    25    200.0000     1.0488    0.1500     0.0000
  196    19    25    241.4214     1.0488    0.1500    27.0000
  195    20    25    241.4214     1.0488    0.1500    27.0000
  195    21    25    200.0000     1.0488    0.1500     0.0000
  200    21    25    141.4214     1.0488    0.1500   225.0000
  195    22    25    241.4214     1.0488    0.1500   333.0000
  199    22    25    282.8427     1.0488    0.1500   225.0000
  196    23    25    241.4214     1.0488    0.1500   297.0000
  197    23    25    200.0000     1.0488    0.1500   270.0000
  198    23    25    241.4214     1.0488    0.1500   243.0000
  203    22    26    100.0000     1.0352    0.2000    90.0000
  204    22    26    241.4214     1.0352    0.2000   117.0000
  205    23    26    241.4214     1.0352    0.2000   117.0000
  206    23    26    200.0000     1.0352    0.2000    90.0000
  214    22    27    141.4214     1.0288    0.1500    45.0000
  213    23    27    141.4214     1.0288    0.1500    45.0000
  249    21    28    200.0000     1.0341    0.2000     0.0000
  249    22    28    200.0000     1.0341    0.2000     0.0000
  249    23    28    100.0000     1.0341    0.2000     0.0000
  252    19    29    200.0000     1.0056    0.2000     0.0000
  252    20    29    241.4214     1.0056    0.2000    27.0000
  251    21    29    282.8427     1.0056    0.2000    45.0000
  250    22    29    282.8427     1.0056    0.2000    45.0000
  249    23    29    141.4214     1.0056    0.2000    45.0000
  209    23    30    200.0000     1.0100    0.1000   270.0000
  210    23    30    241.4214     1.0100    0.1000   297.0000
  212    23    30    241.4214     1.0100    0.1000   243.0000
  213    23    30    100.0000     1.0100    0.1000   270.0000
  211    24    30    282.8427     1.0100    0.1000   270.0000
  248    24    31    200.0000     1.0718    0.1000   270.0000
  249    24    31    100.0000     1.0718    0.1000   270.0000
  249    23    32    100.0000     1.1164    0.1500     0.0000
  249    24    32    100.0000     1.1164    0.1500     0.0000
  249    24    33    141.4214     1.0829    0.1500   315.0000
  250    25    33    241.4214     1.0829    0.1500   297.0000
  251    25    33    100.0000     1.0829    0.1500   270.0000
  251    23    34    241.4214     1.0380    0.1000    63.0000
  252    23    34    200.0000     1.0380    0.1000    90.0000
  250    24    34    282.8427     1.0380    0.1000     0.0000
  251    25    34    141.4214     1.0380    0.1000   315.0000
  196    26    35    200.0000     1.0655    0.0600   270.0000
  197    26    35    100.0000     1.0655    0.0600   270.0000
  197    26    36    100.0000     0.9804    0.3000   270.0000
  198    26    36    200.0000     0.9804    0.3000   270.0000
  199    26    36    200.0000     0.9804    0.3000   270.0000
  200    26    36    200.0000     0.9804    0.3000   270.0000
  201    26    36    100.0000     0.9804    0.3000   270.0000
  203    22    37    100.0000     1.0163    0.2000     0.0000
  203    23    37    241.4214     1.0163    0.2000    27.0000
  202    24    37    241.4214     1.0163    0.2000    27.0000
  202    25    37    241.4214     1.0163    0.2000    27.0000
  201    26    37    141.4214     1.0163    0.2000    45.0000
  220    24    38    200.0000     0.9624    0.2000     0.0000
  220    25    38    241.4214     0.9624    0.2000    27.0000
  219    26    38    141.4214     0.9624    0.2000    45.0000
  219    26    39    100.0000     0.9860    0.3000    90.0000
  220    26    39    100.0000     0.9860    0.3000    90.0000
  222    24    40    282.8427     0.9699    0.2000    45.0000
  221    25    40    282.8427     0.9699    0.2000    45.0000
  220    26    40    141.4214     0.9699    0.2000    45.0000
  197    26    41    141.4214     1.0566    0.0900   225.0000
  196    27    41    141.4214     1.0566    0.0900   225.0000
  201    27    42    200.0000     0.9663    0.2000   270.0000
  202    27    42    100.0000     0.9663    0.2000   270.0000
