#Class 	Width 	Depth	n	Inf
1  3.0 1.5 0.008 0.0
2  10.0 2.5 0.005 0.0
3  40.0 4.0 0.0025 0.0
4  80.0 6.0 0.0009 0.0
5  130.0 8.3 0.0004 0.0
6  180.0 11.0 0.0001 0.0
7  3.0 1.7 0.008 0.0
8  10.0 2.75 0.005 0.0
9  40.0 4.5 0.0025 0.0
10 80.0 6.5 0.0009 0.0
11 130.0 8.8 0.0004 0.0
12 180.0 11.5 0.0001 0.0
13 3.0 2.0 0.008 0.0 
14 10.0 3.0 0.005 0.0
15 40.0 4.8 0.0025 0.0
16 80.0 6.8 0.0009 0.0
17 130.0 9.3 0.0004 0.0
18 180.0 12.0 0.0001 0.0
