    1   1     0.01526         982.84271   7      25
    2   1     0.02243         624.26407   7      25
    3   1     0.07677         989.94949   7       8
    4   1     0.08750         982.84271   7       8
    5   1     0.10165         865.68542  13       8
    6   1     0.13897         582.84271  13      12
    7   1     0.18000         300.00000  13      12
    8   2     0.06006        1448.52814   8      12
    9   1     0.05255        1065.68542   7      13
   10   1     0.19863         624.26407  13      13
   11   1     0.16000         500.00000  13      15
   12   3     0.08500         200.00000   8      15
   13   2     0.07425         282.84271   8      16
   14   1     0.17000         300.00000  13      16
   15   4     0.00001         282.84271   2      22
   16   3     0.05858         682.84271   8      22
   17   1     0.08922         582.84271   7      23
   18   1     0.14614         424.26407  13      23
   19   1     0.36800         500.00000  13      23
   20   1     0.27106         424.26407  13      21
   21   3     0.03808         682.84271   8      37
   22   5     0.01318         682.84271   8      37
   23   2     0.06364         848.52814   8      27
   24   1     0.51333         300.00000  13      27
   25   2     0.02675        5794.11255   8      21
   26   1     0.13285         782.84271  13      37
   27   3     0.00707         282.84271   8      44
   28   1     0.24000         500.00000  13      32
   29   1     0.13670        1148.52814  13      32
   30   1     0.04879        1065.68542   7      44
   31   1     0.06000         300.00000   7      33
   32   2     0.05500         200.00000   8      33
   33   3     0.04763         482.84271   8      67
   34   1     0.09819         865.68542   7      67
   35   1     0.00001         300.00000   1      36
   36   4     0.23250         800.00000  14      43
   37   6     0.02175         965.68542   9      43
   38   1     0.40491         582.84271  13      45
   39   3     0.14000         200.00000  14      45
   40   1     0.39881         707.10678  13      39
   41   3     0.00001         282.84271   2      36
   42   1     0.11000         300.00000  13      71
   43   7     0.00707         282.84271   9      71
   44   4     0.03964         882.84271   8      65
   45   4     0.05366        1248.52814   8      65
   46   2     0.21967         682.84271  14      39
   47   1     0.32527         707.10678  13      46
   48   1     0.38000         500.00000  13      46
   49   1     0.22179         865.68542  13      58
   50   1     0.37484         624.26407  13      58
   51   1     0.33800         500.00000  13      62
   52   1     0.14118        1189.94949  13      62
   53   2     0.00191        1048.52814   2      41
   54   1     0.15772         824.26407  13      41
   55   1     0.08490         624.26407   7      83
   56   1     0.15143         700.00000  13      83
   57   1     0.23504         782.84271  13      77
   58   2     0.42500         400.00000  14      77
   59   1     0.21305         624.26407  13      63
   60   1     0.23400         500.00000  13      63
   61   1     0.32385        1300.00000  13      80
   62   2     0.27577         565.68542  14      80
   63   2     0.02000         200.00000   7      68
   64   1     0.04976         582.84271   7      53
   65   5     0.01847        1082.84271   8      74
   66   1     0.36159         907.10678  13      74
   67   4     0.02746        1565.68542   8      81
   68   3     0.08055         682.84271   8      81
   69   1     0.24984         424.26407  13      68
   70   1     0.18300         907.10678  13      53
   71   8     0.00001        1365.68542   3     101
   72   1     0.00001         300.00000   1     101
   73   1     0.06667         300.00000   7     101
   74   6     0.00001         200.00000   2      84
   75   1     0.29955         624.26407  13      94
   76   1     0.25420         782.84271  13      94
   77   3     0.09833         600.00000   8      92
   78  10     0.04667         600.00000   9      92
   79   1     0.25585        1465.68542  13      78
   80   9     0.02278         965.68542   9      78
   81   5     0.21567         282.84271  14      89
   82   1     0.27800         500.00000  13      89
   83   2     0.01803        1331.37085   8     107
   84   7     0.00001         282.84271   2     107
   85   1     0.33875        1065.68542  13      84
   86   8     0.10733        1248.52814  14      80
   87   1     0.21381        1024.26407  13      86
   88   7     0.00001         200.00000   2      86
   89   6     0.06297         682.84271   8      88
   90   1     0.64333         300.00000  13      97
   91  12     0.04500         200.00000   9      97
   92  11     0.08640         682.84271   9      91
   93   4     0.00001         282.84271   2      88
   94   2     0.14967         848.52814  14     112
   95   1     0.30333         300.00000  13     112
   96  14     0.00001         200.00000   3     112
   97  13     0.00001         282.84271   3      96
   98   1     0.17000         300.00000  13      96
   99   1     0.30641         424.26407  13      91
  100   1     0.27429         700.00000  13     106
  101   9     0.01359         882.84271  10     106
  102   3     0.09093        1165.68542   8      93
  103   2     0.27000         200.00000  13     102
  104   1     0.32244         707.10678  13     103
  105   1     0.28667         300.00000  13     103
  106  10     0.04000         200.00000  10     124
  107   8     0.04165        1248.52814   9     118
  108   1     0.12776        1307.10678  13     118
  109   1     0.19062         624.26407  13     118
  110   1     0.25692         424.26407  13     119
  111   1     0.25951         624.26407  13     119
  112  15     0.04478         848.52814  10     119
  113   1     0.34286         700.00000  13     119
  114   1     0.17889         900.00000  13      93
  115   1     0.15549        1472.79221  13     102
  116   2     0.07071         565.68542   8     124
  117   1     0.01333         300.00000   7     184
  118   9     0.00354         282.84271   9     184
  119  16     0.01414         282.84271  10     144
  120   1     0.07537         782.84271   7     140
  121   1     0.10720        1548.52814  13     140
  122   1     0.11694         624.26407  13     132
  123   1     0.27592         782.84271  13     116
  124  11     0.02323        1248.52814  10     136
  125   1     0.23857         700.00000  13     136
  126   1     0.22747         624.26407  13     144
  127   3     0.04247         682.84271   8     132
  128   1     0.06600         424.26407   7     127
  129   1     0.21070        1589.94949  13     143
  130   1     0.32198         624.26407  13     143
  131   1     0.24829         624.26407  13     146
  132   4     0.11080         965.68542  14     146
  133   2     0.00001         682.84271   1     127
  134   1     0.06863         582.84271   7     133
  135   1     0.06063         907.10678   7     116
  136  12     0.00001         565.68542   4     142
  137   1     0.02810         782.84271   7     142
  138   1     0.06177         582.84271   7     149
  139   1     0.15213         907.10678  13     149
  140   2     0.09351        1165.68542   8     149
  141   1     0.00236         424.26407   7     133
  142  13     0.04500         200.00000  10     156
  143   2     0.01757         682.84271   8     158
  144  17     0.02766        1048.52814  10     158
  145   1     0.14755         582.84271  13     169
  146   5     0.03004         765.68542   8     169
  147   1     0.11705        1307.10678  13     156
  148   1     0.12333         300.00000  13     175
  149   3     0.02298         565.68542   8     175
  150   1     0.13668        1265.68542  13     176
  151   1     0.22400         500.00000  13     176
  152   1     0.14605        1389.94949  13     167
  153   1     0.11667         582.84271  13     167
  154   1     0.02541         865.68542   7     164
  155   1     0.03536         989.94949   7     174
  156  14     0.01886         848.52814  10     174
  157   1     0.02689        1189.94949   7     197
  158  18     0.01442        1248.52814  10     197
  159   1     0.16643         582.84271  13     198
  160   1     0.09667         300.00000   7     198
  161   1     0.15667         300.00000  13     171
  162   1     0.14849         424.26407  13     171
  163   1     0.00001         400.00000   1     186
  164   3     0.00001         482.84271   2     186
  165   1     0.17678         424.26407  13     181
  166   1     0.17461         624.26407  13     181
  167   2     0.07314         765.68542   8     258
  168   1     0.21333         300.00000  13     258
  169   6     0.08269         882.84271   8     249
  170   1     0.19388         582.84271  13     249
  171   2     0.12426         482.84271  13     217
  172   1     0.07111        1265.68542   7     178
  173   1     0.36667         300.00000  13     178
  174  15     0.00621         482.84271  10     183
  175   4     0.01250         800.00000   8     200
  176   2     0.05436        1048.52814   8     200
  177   3     0.06590         682.84271   8     217
  178   2     0.04142         482.84271   8     177
  179   1     0.00667         300.00000   7     180
  180   2     0.01246         882.84271   7     164
  181   2     0.04250         400.00000   8     205
  182   1     0.22392         424.26407  13     205
  183  16     0.01414         282.84271  10     196
  184  10     0.01779        2248.52814   9     196
  185   1     0.02000         300.00000   7     180
  186   4     0.13531        1448.52814  14     204
  187   1     0.15597        1865.68542  13     212
  188   2     0.01500         200.00000   8     212
  189   1     0.20269        1065.68542  13     188
  190   1     0.13053         865.68542  13     188
  191   1     0.21333         300.00000  13     188
  192   1     0.10857         700.00000  13     194
  193   1     0.07071         707.10678   7     194
  194   2     0.04349         965.68542   8     183
  195   1     0.01333         300.00000   7     196
  196  17     0.00001         282.84271   6     207
  197  19     0.01802        1165.68542  10     207
  198   2     0.02098        1048.52814   7     209
  199   1     0.04808         707.10678   7     209
  200   5     0.33250         400.00000  14     236
  201   1     0.30931         982.84271  13     236
  202   1     0.16316         907.10678  13     177
  203   1     0.19800         782.84271  13     204
  204   5     0.14496         282.84271  14     219
  205   3     0.12250         400.00000  14     219
  206   1     0.00001         300.00000   1     213
  207  20     0.00001         282.84271   6     213
  208   1     0.00857         700.00000   7     229
  209   3     0.00293         682.84271   8     229
  210   1     0.27667         300.00000  13     220
  211   1     0.14000        1107.10678  13     226
  212   3     0.03265         765.68542   8     226
  213  21     0.00001         282.84271   6     227
  214   1     0.01200         500.00000   7     227
  215   1     0.10809         582.84271  13     235
  216   1     0.30276         624.26407  13     235
  217   4     0.07292        1165.68542   8     230
  218   1     0.17789         865.68542  13     230
  219   6     0.04971         482.84271   8     262
  220   2     0.05178         482.84271   8     262
  221   1     0.13559        1224.26407  13     220
  222   1     0.34648         424.26407  13     231
  223   1     0.36667         300.00000  13     231
  224   1     0.21971         782.84271  13     232
  225   5     0.02500         200.00000   8     232
  226   4     0.00207         482.84271   8     225
  227  22     0.00354         282.84271  12     228
  228  23     0.00001         200.00000   6     257
  229   4     0.02298         565.68542   8     257
  230   5     0.26870         282.84271  14     250
  231   2     0.06500         200.00000   7     246
  232   6     0.00001         282.84271   2     246
  233   1     0.07307         424.26407   7     225
  234   1     0.03765         982.84271   7     228
  235   2     0.02612         765.68542   7     241
  236   6     0.07767         965.68542   8     241
  237   2     0.18433         482.84271  13     250
  238   1     0.24277         424.26407  13     237
  239   1     0.26667         300.00000  13     237
  240   1     0.09192        1272.79221   7     226
  241   7     0.03182         282.84271   8     247
  242   1     0.24826         982.84271  13     247
  243   1     0.27813         424.26407  13     252
  244   1     0.19667         300.00000  13     252
  245   1     0.24429         700.00000  13     256
  246   7     0.01945         565.68542   8     256
  247   8     0.02000         200.00000   8     338
  248   1     0.26667         300.00000  13     338
  249   7     0.07664        2048.52814   8     260
  250   6     0.10448         765.68542  14     260
  251   1     0.20143         700.00000  13     298
  252   2     0.07456         482.84271   7     298
  253   1     0.17596        1307.10678  13     302
  254   1     0.16788         982.84271  13     302
  255   1     0.37748         982.84271  13     291
  256   8     0.01414         282.84271   8     291
  257  24     0.00858        1048.52814  12     296
  258   3     0.11805        2414.21356  14     328
  259   1     0.48555         582.84271  13     328
  260   8     0.08485         282.84271   9     274
  261   1     0.17117         782.84271  13     274
  262   7     0.00277        1082.84271   8     303
  263   3     0.10500         400.00000  14     303
  264   1     0.00001         582.84271   1     277
  265   1     0.11785         424.26407  13     277
  266   1     0.07224         982.84271   7     283
  267   1     0.08235         582.84271   7     283
  268   1     0.02400         500.00000   7     270
  269   1     0.00938        1065.68542   7     270
  270   2     0.00001         282.84271   2     296
  271   1     0.10641        3721.32034  14     312
  272   1     0.08200         500.00000   7     312
  273   1     0.13547        2472.79221  13     330
  274   9     0.05767        1248.52814   9     330
  275   2     0.06683         882.84271   8     263
  276   1     0.25736         582.84271  13     275
  277   2     0.17500         200.00000  13     286
  278   1     0.19516         707.10678  13     286
  279   1     0.29627        1107.10678  13     289
  280   1     0.28067        1507.10678  13     289
  281   1     0.12200         500.00000  13     308
  282   1     0.12333         300.00000  13     308
  283   2     0.00001         282.84271   2     293
  284   1     0.35722         624.26407  13     275
  285   1     0.17183        1024.26407  13     305
  286   3     0.31466         282.84271  14     305
  287   1     0.21727        1265.68542  13     320
  288   1     0.34177         424.26407  13     320
  289   2     0.02500         600.00000   8     335
  290   1     0.10600         500.00000  13     335
  291   9     0.02711         848.52814   8     335
  292   1     0.00667         300.00000   7     293
  293   3     0.02050         682.84271   8     363
  294   1     0.09099        2472.79221   7     363
  295   1     0.00001         300.00000   1     311
  296  25     0.00001         682.84271   6     311
  297   1     0.40667         300.00000  13     324
  298   3     0.15378        1248.52814  14     324
  299   1     0.06191        1582.84271   7     340
  300   1     0.30641         424.26407  13     340
  301   1     0.23808         982.84271  13     316
  302   2     0.13640        1165.68542  14     316
  303   8     0.07249         965.68542   9     316
  304   1     0.19513         907.10678  13     263
  305   4     0.02832         882.84271   8     318
  306   1     0.28444         900.00000  13     318
  307   1     0.07000         500.00000   7     374
  308   2     0.03359        1131.37085   8     374
  309   1     0.03256         982.84271   7     470
  310   1     0.01106        1265.68542   7     470
  311  26     0.00001         282.84271   6     351
  312   2     0.00906         882.84271   8     351
  313   2     0.02828         282.84271   8     324
  314   1     0.18277        1707.10678  13     313
  315   1     0.15200         500.00000  13     325
  316   9     0.00001         200.00000   3     325
  317   1     0.19703         624.26407  13     305
  318   5     0.15910         282.84271  14     319
  319   6     0.07667         600.00000   8     347
  320   2     0.12741         682.84271  14     347
  321   1     0.00667         300.00000   7     337
  322   1     0.01871        2031.37085   7     337
  323   1     0.02315         907.10678   7     337
  324   4     0.01567         765.68542   8     414
  325  10     0.00001         200.00000   3     342
  326   1     0.16471         582.84271  13     342
  327   1     0.28824         582.84271  13     345
  328   4     0.07249        1448.52814   8     355
  329   1     0.05237         782.84271   7     355
  330  10     0.10252        1248.52814  15     365
  331   1     0.27980         982.84271  13     365
  332   1     0.10697        1065.68542  13     313
  333   1     0.21355        1465.68542  13     319
  334   1     0.00001         300.00000   1     350
  335  10     0.00453         882.84271   9     350
  336   1     0.00333         300.00000   7     353
  337   2     0.00884         565.68542   8     353
  338   9     0.00932        1931.37085   9     353
  339   1     0.13296         624.26407  13     414
  340   2     0.15832        1048.52814  14     395
  341   1     0.55000         300.00000  13     395
  342  11     0.24853         482.84271  15     358
  343   1     0.25170        1307.10678  13     358
  344   1     0.34884         424.26407  13     360
  345   2     0.04243         565.68542   8     360
  346   1     0.20714         700.00000  13     371
  347   7     0.02743         765.68542   8     371
  348   1     0.00001         300.00000   1     434
  349   1     0.01886         424.26407   7     434
  350  11     0.00001         282.84271   3     434
  351  27     0.00721        1248.52814  12     392
  352   1     0.04800         500.00000   7     392
  353  10     0.00001         200.00000   3     404
  354   6     0.02000         200.00000   8     404
  355   5     0.01414         565.68542   8     354
