  356   1     0.01450         482.84271   7     354
  357   1     0.29094        1024.26407  13     381
  358  12     0.05000         200.00000   9     381
  359   1     0.41012         424.26407  13     369
  360   3     0.00001         282.84271   2     369
  361   1     0.02314        1382.84271   7     376
  362   1     0.04478         424.26407   7     379
  363   4     0.00966        1448.52814   8     379
  364   1     0.02201        1589.94949   7     392
  365  11     0.04571         765.68542   9     405
  366   1     0.40000         500.00000  13     405
  367   1     0.25667         300.00000  13     398
  368   1     0.36269         907.10678  13     398
  369   4     0.13081         282.84271  14     467
  370   1     0.63000         300.00000  13     467
  371   8     0.02278         482.84271   8     400
  372   1     0.02196        1548.52814   7     400
  373   1     0.00943         424.26407   7     436
  374   3     0.01763        1531.37085   8     436
  375   1     0.01913        1307.10678   7     387
  376   2     0.03536         282.84271   8     390
  377   1     0.06653        2389.94949   7     390
  378   1     0.03465         865.68542   7     390
  379   5     0.00001         200.00000   2     439
  380   1     0.01424         982.84271   7     439
  381  13     0.12634         482.84271  15     397
  382   1     0.71667         300.00000  13     397
  383   1     0.14800         500.00000  13     410
  384   1     0.20978         424.26407  13     410
  385   1     0.06331        1389.94949   7     345
  386   1     0.02857         700.00000   7     401
  387   2     0.00001         282.84271   2     401
  388   1     0.01887         582.84271   7     387
  389   1     0.00001         707.10678   1     376
  390   3     0.00001         682.84271   2     438
  391   1     0.05000         500.00000   7     438
  392  28     0.00001         765.68542   6     440
  393   1     0.31113         424.26407  13     416
  394   1     0.29104         907.10678  13     419
  395   3     0.18690         882.84271  14     419
  396   1     0.32000         300.00000  13     420
  397  14     0.00001         282.84271   3     420
  398   2     0.16617         565.68542  14     444
  399   1     0.32273        1100.00000  13     444
  400   9     0.00414         482.84271   8     423
  401   3     0.02000         200.00000   8     437
  402   1     0.00992         907.10678   7     440
  403   1     0.01456         824.26407   7     412
  404  11     0.00453         882.84271  10     412
  405  12     0.02090         765.68542   9     426
  406   1     0.22333         300.00000  13     426
  407   1     0.16814         582.84271  13     416
  408   1     0.14000         300.00000  13     459
  409   1     0.31529         907.10678  13     459
  410   2     0.28788         482.84271  13     459
  411   1     0.05333         300.00000   7     424
  412  12     0.00001         282.84271   4     456
  413   1     0.04410         907.10678   7     456
  414   5     0.10390        2897.05627  14     427
  415   1     0.30913         782.84271  13     427
  416   2     0.15015         965.68542  14     442
  417   1     0.25200         500.00000  13     442
  418   1     0.00001         300.00000   1     496
  419   4     0.00001         400.00000   2     496
  420  15     0.09250         400.00000   9     475
  421   1     0.34617         782.84271  13     475
  422   1     0.14627        2714.21356  14     423
  423  10     0.01045         765.68542   9     424
  424  11     0.00001         282.84271   3     431
  425   1     0.02082         624.26407   7     437
  426  13     0.01591         565.68542   9     458
  427   6     0.05303         282.84271   8     458
  428   1     0.20001        1589.94949  13     475
  429   1     0.41248         424.26407  13     466
  430   1     0.45667         300.00000  13     466
  431  12     0.00001         282.84271   3     540
  432   1     0.03300         424.26407   7     540
  433   1     0.02370        1265.68542   7     526
  434  12     0.01675        1731.37085   9     526
  435   1     0.00200         500.00000   7     489
  436   4     0.00462        1082.84271   8     489
  437   4     0.00207         965.68542   8     489
  438   4     0.01144        1048.52814   8     451
  439   6     0.00828        1448.52814   8     451
  440  29     0.00763        1048.52814  12     455
  441   4     0.06095        1082.84271   8     458
  442   3     0.34118         565.68542  14     441
  443   1     0.36333         900.00000  13     441
  444   3     0.22368         965.68542  14     476
  445   1     0.35761        1182.84271  13     476
  446   1     0.49262         424.26407  13     502
  447   1     0.55667         300.00000  13     502
  448   1     0.27667         300.00000  13     463
  449   1     0.62667         300.00000  13     463
  450   1     0.21961         582.84271  13     571
  451   7     0.00707         282.84271   9     529
  452   1     0.01405         782.84271   7     529
  453   1     0.01179         424.26407   7     454
  454   2     0.00586         682.84271   7     455
  455  30     0.00439         682.84271  12     493
  456  13     0.01045         765.68542  10     493
  457   1     0.07071         424.26407   7     472
  458  14     0.00001         482.84271   4     472
  459   3     0.15518         882.84271  14     478
  460   1     0.28846        1348.52814  13     478
  461   1     0.31807         782.84271  13     479
  462   1     0.42931         989.94949  13     479
  463   2     0.24310         682.84271  13     465
  464   1     0.54333         300.00000  13     465
  465   3     0.04500         200.00000   8     483
  466   2     0.12219         482.84271  13     483
  467   5     0.03870        1731.37085   8     484
  468   1     0.40333         300.00000  13     484
  469   1     0.08954         982.84271   7     571
  470   2     0.00724        4145.58441   8     576
  471   1     0.00343         582.84271   7     454
  472  15     0.01500         200.00000  11     494
  473   1     0.08000         300.00000   7     494
  474   1     0.21000         300.00000  13     498
  475  16     0.04418         882.84271  10     498
  476   4     0.16672         965.68542  14     498
  477   1     0.04000         300.00000   7     520
  478   4     0.19500         200.00000  14     520
  479   2     0.31466         282.84271  13     504
  480   1     0.30316         907.10678  13     504
  481   1     0.42426         707.10678  13     522
  482   1     0.52200         500.00000  13     522
  483   4     0.00414         482.84271   8     525
  484   6     0.00001         200.00000   2     525
  485   1     0.24667         300.00000  13     505
  486   1     0.38655         424.26407  13     505
  487   1     0.03495        2031.37085   7     431
  488   1     0.02121         424.26407   7     509
  489   5     0.01025         682.84271   8     509
  490   1     0.00001         424.26407   1     510
  491   1     0.00909        1100.00000   7     510
  492   1     0.01442         624.26407   7     576
  493  31     0.00001         565.68542   6     532
  494  16     0.00001         282.84271   5     513
  495   1     0.21384        1589.94949  13     515
  496   5     0.06348        1165.68542   8     515
  497   1     0.20506         424.26407  13     515
  498  17     0.04000         200.00000  10     518
  499   2     0.23196         965.68542  14     518
  500   1     0.30889         900.00000  13     499
  501   1     0.28236        1189.94949  13     536
  502   2     0.19460         765.68542  13     536
  503   1     0.20000         300.00000  13     521
  504   3     0.09527         482.84271   8     521
  505   2     0.12500         200.00000  13     567
  506   1     0.28481         582.84271  13     567
  507   1     0.03088         582.84271   7     550
  508   1     0.00001         300.00000   1     550
  509   6     0.00001         200.00000   2     527
  510   2     0.00001         200.00000   2     749
  511   1     0.00001         582.84271   1     749
  512   1     0.15000         300.00000  13     559
  513  17     0.00828         482.84271  11     559
  514   1     0.13775        1865.68542  13     513
  515   6     0.00707         282.84271   8     578
  516   1     0.29682         582.84271  13     578
  517   1     0.30276         624.26407  13     535
  518  18     0.06000         200.00000  10     535
  519   1     0.24749         424.26407  13     499
  520   5     0.00250         400.00000   8     537
  521   4     0.00001         282.84271   2     537
  522   2     0.24218         565.68542  13     545
  523   1     0.36934         982.84271  13     545
  524   1     0.04200         500.00000   7     546
  525   7     0.00828         482.84271   8     546
  526  13     0.01201        1248.52814   9     551
  527   7     0.00828         482.84271   8     551
  528   1     0.01681        1189.94949   7     527
  529   8     0.00001         965.68542   3     555
  530   1     0.00001         624.26407   1     555
  531   1     0.00294        2038.47763   7     532
  532  32     0.00001         482.84271   6     598
  533   1     0.04181        1865.68542   7     598
  534   1     0.34464        1024.26407  13     561
  535  19     0.00001         200.00000   4     561
  536   3     0.09369         565.68542   8     580
  537   6     0.17500         200.00000  14     580
  538   1     0.09788        1348.52814   7     465
  539   1     0.01617         865.68542   7     584
  540  13     0.02002        1448.52814   9     584
  541   1     0.02907        1307.10678   7     553
  542   2     0.00001         400.00000   2     553
  543   1     0.01045        1148.52814   7     542
  544   1     0.01400         500.00000   7     557
  545   3     0.15203         565.68542  14     581
  546   8     0.03712         565.68542   8     566
  547   1     0.25292         782.84271  13     566
  548   1     0.24667         300.00000  13     592
  549   1     0.16536         907.10678  13     592
  550   2     0.01243         965.68542   7     585
  551  14     0.00001         565.68542   4     585
  552   1     0.01437        1948.52814   7     747
  553   3     0.00001         282.84271   2     747
  554   1     0.00001         424.26407   1     542
  555   9     0.00001         565.68542   3     928
  556   1     0.00001         582.84271   1     928
  557   2     0.00293         682.84271   8     575
  558   1     0.00849         707.10678   7     600
  559  18     0.00001         600.00000   5     600
  560   1     0.01414         707.10678   7     600
  561  20     0.01750         400.00000  10     639
  562   1     0.35200         500.00000  13     639
  563   1     0.29481         824.26407  13     679
  564   1     0.23099         424.26407  13     679
  565   1     0.25357        1482.84271  13     581
  566   9     0.00001         282.84271   2     611
  567   3     0.09346        1048.52814   8     611
  568   1     0.49497         424.26407  13     593
  569   1     0.52000         500.00000  13     593
  570   1     0.17913         424.26407  13     572
  571   2     0.16310        1931.37085  14     572
  572   3     0.00001         200.00000   2     632
  573   1     0.02402         582.84271   7     557
  574   1     0.00001         424.26407   1     575
  575   3     0.00001         282.84271   2     595
  576   3     0.00191        2097.05627   2     595
  577   1     0.24628         824.26407  13     586
  578   7     0.00001         882.84271   2     586
  579   1     0.16744        2114.21356  13     605
  580   7     0.10500         600.00000  14     605
  581   4     0.07955         565.68542   8     605
  582   1     0.26870         424.26407  13     740
  583   1     0.13268        1665.68542  13     740
  584  14     0.00439        1365.68542   9     651
  585  15     0.00001         482.84271   4     651
  586   8     0.22981         282.84271  14     626
  587   1     0.62000         300.00000  13     626
  588   1     0.29795         624.26407  13     628
  589   1     0.19149        1107.10678  13     628
  590   1     0.27106         424.26407  13     591
  591  21     0.00001         200.00000   6     645
  592   2     0.21528         682.84271  13     645
  593   2     0.03797        1448.52814   8     632
  594   1     0.00667         300.00000   7     615
  595   4     0.00884         565.68542   8     615
  596   1     0.02593         424.26407   7     597
  597   2     0.00833         600.00000   7     599
  598  33     0.00646        1082.84271  12     599
  599  34     0.00001         200.00000   6     618
  600  19     0.01029        1165.68542  11     618
  601   1     0.21218        1748.52814  13     635
  602   1     0.11500         200.00000  13     635
  603   1     0.36030         582.84271  13     641
  604   1     0.47000         300.00000  13     641
  605   8     0.04000         400.00000   9     659
  606   1     0.28159        2265.68542  13     659
  607   1     0.36667         300.00000  13     627
  608   1     0.59397         424.26407  13     627
  609   1     0.00001         200.00000   1     610
  610  19     0.00001         400.00000   4     612
  611  10     0.03333         600.00000   9     612
  612  20     0.00001        1082.84271   5     591
  613   1     0.00001         582.84271   1     708
  614   1     0.02062         824.26407   7     708
  615   5     0.00621         482.84271   8     653
  616   1     0.00639         782.84271   7     653
  617   1     0.00001         424.26407   1     597
  618  35     0.01036         482.84271  12     669
  619   1     0.03667         300.00000   7     669
  620   1     0.02544         982.84271   7     712
  621   1     0.17386        1955.63492  13     712
  622   1     0.10200         500.00000  13     758
  623   3     0.00500         200.00000   8     758
  624   1     0.06667         300.00000   7     623
  625   1     0.34761         624.26407  13     636
  626   9     0.09192         565.68542   8     636
  627   2     0.03125         800.00000   7     662
  628   2     0.09750         400.00000   8     662
  629   1     0.19330        1107.10678  13     631
  630   1     0.34000         300.00000  13     631
  631  18     0.00001         482.84271   4     610
  632   4     0.04763         965.68542   8     666
  633   1     0.00001         424.26407   1     784
  634   1     0.01327        1507.10678   7     784
  635   2     0.03624        1048.52814   8     623
  636  10     0.05000         200.00000   8     690
  637   1     0.08579         582.84271   7     690
  638   1     0.36143         700.00000  13     715
  639  21     0.02803        1248.52814  10     715
  640   1     0.41333         300.00000  13     715
  641   2     0.18433         482.84271  13     674
  642   1     0.32291         424.26407  13     674
  643   1     0.24605         865.68542  13     660
  644   1     0.36269        1182.84271  13     660
  645  22     0.09633        1048.52814  12     683
  646   1     0.25942        1865.68542  13     683
  647   1     0.05103        2155.63492   7     666
  648   1     0.03669        1389.94949   7     741
  649   1     0.01667         300.00000   7     741
  650   1     0.00001         300.00000   1     705
  651  16     0.00477        1048.52814  12     705
  652   1     0.01206        2155.63492   7     729
  653   6     0.00828         482.84271   8     729
  654   1     0.30883         582.84271  13     732
  655   1     0.36286         700.00000  13     732
  656   2     0.04596         282.84271   7     674
  657   1     0.63000         300.00000  13     656
  658   1     0.21275         582.84271  13     692
  659   9     0.03167         600.00000   9     680
  660   2     0.08698         482.84271   8     680
  661   1     0.08000         500.00000   7     698
  662   3     0.07955         565.68542   8     698
  663   1     0.08500         200.00000   7     664
  664  17     0.00001         565.68542   4     631
  665   1     0.03536         282.84271   7     810
  666   5     0.01243         482.84271   8     810
  667   1     0.01177        1189.94949   7     703
  668   1     0.02020        2921.32034   7     703
  669  36     0.00118         848.52814   6     711
  670   1     0.01667         300.00000   7     711
  671   1     0.20451         982.84271  13     859
  672   1     0.19328         424.26407  13     859
  673   1     0.38333         300.00000  13     691
  674   3     0.04440         765.68542   8     691
  675   1     0.26000         300.00000  13     656
  676   1     0.06667         300.00000   7     678
  677   1     0.11314         424.26407  13     678
  678   2     0.10960         282.84271  13     692
  679   2     0.08606        1731.37085   8     693
  680  10     0.06718         282.84271   9     693
  681   1     0.15960         989.94949  13     682
  682  16     0.00001         282.84271   4     664
  683  23     0.00414         482.84271  12     738
  684   1     0.17672         582.84271  13     738
  685   1     0.00391        1024.26407   7     709
  686   1     0.01556         707.10678   7     709
  687   1     0.02357         424.26407   7     755
  688   1     0.00001         300.00000   1     755
  689   1     0.04384         707.10678   7     714
  690  11     0.02492         882.84271   9     714
  691   4     0.15556         282.84271  14     717
  692   3     0.04890        1165.68542   8     762
  693  11     0.00500         200.00000   9     762
  694   2     0.05500         200.00000   8     762
  695   1     0.14439         865.68542  13     694
  696   1     0.09667         300.00000   7     736
  697   1     0.14530        1472.79221  13     736
  698   4     0.10960         565.68542  14     699
  699  15     0.02929         682.84271  10     682
  700   1     0.13157         782.84271  13     664
  701   1     0.22642        1589.94949  13     683
  702   1     0.00001         500.00000   1     704
  703   2     0.00001         965.68542   2     704
  704   3     0.00001         600.00000   2     706
  705  17     0.00001         848.52814   6     706
  706  18     0.00001        1000.00000   6     724
  707   1     0.00424        2597.05627   7     724
  708   2     0.00001        1000.00000   1     724
  709   2     0.00001         200.00000   2     727
  710   1     0.00273        1465.68542   7     727
  711  37     0.00001         482.84271   6     757
  712   2     0.01108        1082.84271   8     757
  713   1     0.17862        1382.84271  13     882
  714  12     0.00001         200.00000   3     882
  715  22     0.01243         965.68542  11     733
  716   6     0.04000         200.00000   8     733
  717   5     0.03625         882.84271   8     716
  718   1     0.32400         500.00000  13     717
  719   1     0.11436         865.68542  13     694
  720  14     0.02828         282.84271   9     699
  721   3     0.22989         482.84271  14     682
  722   1     0.23197        1465.68542  13     612
  723   1     0.00001         300.00000   1     744
  724  19     0.00001         282.84271   6     744
  725   1     0.00001         300.00000   1     744
  726   1     0.00001         700.00000   1     750
  727   3     0.00001         282.84271   2     750
  728   2     0.00001         600.00000   2     754
