0.242719208	0.236035055	0.09968019	0.038131154	0.011575724
0.240372898	0.256039129	0.102960116	0.035417622	0.009314866
0.236341133	0.274114247	0.108036964	0.031753429	0.009643858
0.23923478	0.293085286	0.114637334	0.029476109	0.011020283
0.24005412	0.311315999	0.121666078	0.026948929	0.01226517
0.24067912	0.328404946	0.127068442	0.024344255	0.014127642
0.238951525	0.344109192	0.130763914	0.022242457	0.015304073
0.199357485	0.37908594	0.029032588	0.019931201	0.050408091
0.212418801	0.237477766	0.00484404	0.04677351	0.02781069
0.275115855	0.078907272	0.005601644	0.054731691	0.018640205
0.333179605	0.028636918	0.006902278	0.058555301	0.002516716
0.368190006	0.035211576	0.009890071	0.063752952	0.003814992
0.391885675	0.039894814	0.021113615	0.074154969	0.003969983
0.106445735	0.11387547	0.252343903	0.070374675	0.01014016
0.048863862	0.104125658	0.465622938	0.060436652	0.03998512
0.038067721	0.339634711	0.230890078	0.039154493	0.055758721
0.064153681	0.471283604	0.09143989	0.046640364	0.069581515
0.110723066	0.535907573	0.011031981	0.029707303	0.060167777
0.221340441	0.439805019	0.001856865	0.038989151	0.045776359
0.353502217	0.27284238	0.034038005	0.042401573	0.027949682
0.458062201	0.140066194	0.079594046	0.044362309	0.01273815
0.493880986	0.10200215	0.117366832	0.037938292	0.009763575
0.487940368	0.121085244	0.138340697	0.032578568	0.011121364
0.470303578	0.162339179	0.14501277	0.028463565	0.016352647
0.034830397	0.300503605	0.152558647	0.039301926	0.093637993
0.03110541	0.025584157	0.359928529	0.037329045	0.010622871
0.024620771	0.096611131	0.226886395	0.038697547	0.034851788
0.041629153	0.076233485	0.333189569	0.047491997	0.010298121
0.063449001	0.111693935	0.159742788	0.048461588	0.035142201
0.175781508	0.101318079	0.063767068	0.048291104	0.025049371
0.053582937	0.039479372	0.502716226	0.027619405	0.019476131
0.096444959	0.059507105	0.407973317	0.027125184	0.033528261
0.187466901	0.010615213	0.571939633	0.009928763	0.011456985
0.177356246	0.085267955	0.440742551	0.007219702	0.026165596
0.08067372	0.191003199	0.284887935	0.01059399	0.071545648
0.079629853	0.279194073	0.082191338	0.011601365	0.047240139
0.268629762	0.139502642	0.111112096	0.012939448	0.026659456
0.402756099	0.04696316	0.182710748	0.010658627	0.010441002
0.454616012	0.031543081	0.222601168	0.00886235	0.006787962
0.448885083	0.046675239	0.247430582	0.007084529	0.008048813
0.438138161	0.077136596	0.255305299	0.006144666	0.011351745
0.412858417	0.115136733	0.259033066	0.00556987	0.015779464
0.386844788	0.162385021	0.257057307	0.004937274	0.024874921
0.357935242	0.196763704	0.256110513	0.004645142	0.024995571
0.22853871	0.41655307	0.095121855	0.005509228	0.132262647
0.280284408	0.364053695	0.105191676	0.009986154	0.036792539
0.252410019	0.417716304	0.056859671	0.015049116	0.061780927
0.136349819	0.398428903	0.010305106	0.023969536	0.074701112
0.085327356	0.101787163	0.369413546	0.008843712	0.023282566
0.153346979	0.043231741	0.310762082	0.009527285	0.016527773
0.077870311	0.107520526	0.171932359	0.011985673	0.077098392
0.103916279	0.113536558	0.060195827	0.014030608	0.060322544
0.332949275	0.040796515	0.151799846	0.014644748	0.022724433
0.435433526	0.047009577	0.231637926	0.010655095	0.012768215
0.463287278	0.090732582	0.264641617	0.008015795	0.009637608
0.160310638	0.434025396	0.006156914	0.009841967	0.169895844
0.230132865	0.273412661	0.068032685	0.039907416	0.034466596
0.283286972	0.030290238	0.032388784	0.065391813	0.012673717
0.395785276	0.037903435	0.052495813	0.041726359	0.00831864
0.473049153	0.075104083	0.155521511	0.022129643	0.008499919
0.488420596	0.131716202	0.214942571	0.012819391	0.011411295
0.463065307	0.163375814	0.239931338	0.008477311	0.013867998
0.43826074	0.201470118	0.248897347	0.00629098	0.01913458
0.409604781	0.204505647	0.257828929	0.005503133	0.016560746
0.046422651	0.187127066	0.312023702	0.000542998	0.019317744
0.128584312	0.147691942	0.363584826	0.000617637	0.062738016
0.033750373	0.417047658	0.179282858	0.0013318	0.087937127
0.013575346	0.649185268	0.021048876	0.00077739	0.056978826
0.077511463	0.548029	0.015958853	0.002199884	0.052273368
